Date,Open,High,Low,Close,Adj Close,Volume
2000-05-24,6160.000000,6370.000000,5920.000000,6200.000000,4535.773438,72150000
2000-05-25,6330.000000,6380.000000,5930.000000,6000.000000,4389.457031,85965000
2000-05-26,5900.000000,5990.000000,5600.000000,5600.000000,4096.829102,67100000
2000-05-29,5260.000000,5680.000000,5240.000000,5460.000000,3994.406006,67130000
2000-05-30,5460.000000,5460.000000,5460.000000,5460.000000,3994.406006,0
2000-05-31,6000.000000,6290.000000,5960.000000,6160.000000,4506.509766,83935000
2000-06-01,6200.000000,6410.000000,6120.000000,6300.000000,4608.929688,50230000
2000-06-02,6690.000000,6900.000000,6510.000000,6620.000000,4843.034180,84385000
2000-06-05,6920.000000,6980.000000,6680.000000,6740.000000,4930.824707,48010000
2000-06-06,6740.000000,6740.000000,6740.000000,6740.000000,4930.824707,0
2000-06-07,6600.000000,6980.000000,6510.000000,6800.000000,4974.719238,53365000
2000-06-08,6660.000000,6960.000000,6530.000000,6530.000000,4777.193848,58550000
2000-06-09,6600.000000,7040.000000,6530.000000,7020.000000,5135.666016,63860000
2000-06-12,7200.000000,7280.000000,7030.000000,7190.000000,5260.032227,49515000
2000-06-13,7060.000000,7100.000000,6870.000000,7060.000000,5164.927734,42495000
2000-06-14,7230.000000,7640.000000,7090.000000,7640.000000,5589.243164,63020000
2000-06-15,7560.000000,7560.000000,7000.000000,7000.000000,5121.035645,61225000
2000-06-16,6900.000000,6960.000000,6710.000000,6740.000000,4930.824707,66455000
2000-06-19,6600.000000,6950.000000,6550.000000,6700.000000,4901.560547,53560000
2000-06-20,6940.000000,7180.000000,6830.000000,7140.000000,5223.456055,59790000
2000-06-21,7300.000000,7380.000000,7070.000000,7080.000000,5179.560547,37585000
2000-06-22,7240.000000,7270.000000,6960.000000,7040.000000,5150.297363,33635000
2000-06-23,6980.000000,7010.000000,6860.000000,7000.000000,5121.035645,29215000
2000-06-26,7100.000000,7360.000000,6990.000000,7210.000000,5274.665527,39980000
2000-06-27,7320.000000,7440.000000,7190.000000,7310.000000,5347.822754,45535000
2000-06-28,7220.000000,7540.000000,7220.000000,7520.000000,5501.453613,47295000
2000-06-29,7600.000000,7740.000000,7380.000000,7490.000000,5479.508301,61120000
2000-06-30,7440.000000,7540.000000,7290.000000,7380.000000,5399.032227,35250000
2000-07-03,7440.000000,7550.000000,7420.000000,7500.000000,5486.822266,25975000
2000-07-04,7600.000000,7620.000000,7350.000000,7350.000000,5377.085938,32810000
2000-07-05,7390.000000,7520.000000,7350.000000,7430.000000,5435.612305,24895000
2000-07-06,7240.000000,7350.000000,7180.000000,7300.000000,5340.507324,60340000
2000-07-07,7340.000000,7460.000000,7230.000000,7360.000000,5384.401367,40580000
2000-07-10,7440.000000,7630.000000,7410.000000,7600.000000,5559.979980,42505000
2000-07-11,7580.000000,7740.000000,7450.000000,7450.000000,5450.243164,34945000
2000-07-12,7520.000000,7660.000000,7460.000000,7640.000000,5589.243164,40140000
2000-07-13,7700.000000,7880.000000,7570.000000,7760.000000,5677.032227,48805000
2000-07-14,7780.000000,7840.000000,7540.000000,7550.000000,5523.402344,30425000
2000-07-17,7550.000000,7550.000000,7550.000000,7550.000000,5523.402344,0
2000-07-18,7550.000000,7620.000000,7440.000000,7460.000000,5457.558594,19605000
2000-07-19,7550.000000,7620.000000,7440.000000,7460.000000,5457.558594,19605000
2000-07-20,7060.000000,7110.000000,6840.000000,6900.000000,5047.877441,40315000
2000-07-21,6960.000000,7050.000000,6760.000000,6920.000000,5062.508301,48395000
2000-07-24,6640.000000,6740.000000,6360.000000,6380.000000,4667.458008,49015000
2000-07-25,6310.000000,6400.000000,6120.000000,6280.000000,4594.299316,56735000
2000-07-26,6400.000000,6580.000000,6360.000000,6550.000000,4791.826660,54745000
2000-07-27,6220.000000,6360.000000,6100.000000,6230.000000,4557.722168,43540000
2000-07-28,5800.000000,5910.000000,5710.000000,5730.000000,4191.933105,83035000
2000-07-31,5730.000000,5910.000000,5550.000000,5900.000000,4316.299316,46615000
2000-08-01,5960.000000,6270.000000,5870.000000,6220.000000,4550.404297,53120000
2000-08-02,6100.000000,6170.000000,5930.000000,6070.000000,4440.668457,37190000
2000-08-03,6180.000000,6180.000000,5970.000000,6030.000000,4411.403809,27815000
2000-08-04,5930.000000,6010.000000,5850.000000,5920.000000,4330.931641,23605000
2000-08-07,5740.000000,5770.000000,5580.000000,5580.000000,4082.197021,28765000
2000-08-08,5660.000000,5750.000000,5570.000000,5580.000000,4082.197021,33475000
2000-08-09,5680.000000,6040.000000,5680.000000,6000.000000,4389.457031,39570000
2000-08-10,6000.000000,6160.000000,5860.000000,6160.000000,4506.509766,40830000
2000-08-11,6000.000000,6070.000000,5880.000000,5960.000000,4360.194824,33840000
2000-08-14,6060.000000,6160.000000,6000.000000,6020.000000,4404.089844,23730000
2000-08-15,6020.000000,6020.000000,6020.000000,6020.000000,4404.089844,0
2000-08-16,6500.000000,6530.000000,6330.000000,6420.000000,4696.720703,51915000
2000-08-17,6480.000000,6560.000000,6340.000000,6440.000000,4711.352539,36345000
2000-08-18,6500.000000,6520.000000,6200.000000,6200.000000,4535.773438,21370000
2000-08-21,6200.000000,6340.000000,6190.000000,6270.000000,4586.983398,20950000
2000-08-22,6260.000000,6470.000000,6240.000000,6460.000000,4725.983398,27710000
2000-08-23,6450.000000,6450.000000,6160.000000,6190.000000,4528.456543,27905000
2000-08-24,6260.000000,6300.000000,6100.000000,6220.000000,4550.404297,31700000
2000-08-25,6180.000000,6400.000000,6110.000000,6400.000000,4682.088867,21960000
2000-08-28,6340.000000,6380.000000,6260.000000,6330.000000,4630.878906,17630000
2000-08-29,6320.000000,6380.000000,6160.000000,6220.000000,4550.404297,16765000
2000-08-30,6140.000000,6190.000000,6020.000000,6030.000000,4411.403809,23735000
2000-08-31,5900.000000,5900.000000,5380.000000,5470.000000,4001.721436,114120000
2000-09-01,5540.000000,5600.000000,5420.000000,5540.000000,4052.931885,49955000
2000-09-04,5440.000000,5550.000000,5310.000000,5340.000000,3906.617676,28625000
2000-09-05,5260.000000,5340.000000,5030.000000,5150.000000,3767.618896,79765000
2000-09-06,5200.000000,5280.000000,5090.000000,5150.000000,3767.618896,53120000
2000-09-07,4940.000000,4980.000000,4760.000000,4790.000000,3504.250732,83905000
2000-09-08,4900.000000,4930.000000,4790.000000,4880.000000,3570.093262,57170000
2000-09-11,4880.000000,4880.000000,4880.000000,4880.000000,3570.093262,0
2000-09-12,4880.000000,4880.000000,4880.000000,4880.000000,3570.093262,0
2000-09-13,4880.000000,4880.000000,4880.000000,4880.000000,3570.093262,0
2000-09-14,4600.000000,4710.000000,4440.000000,4710.000000,3445.724854,106130000
2000-09-15,4500.000000,4620.000000,4300.000000,4350.000000,3182.356934,82695000
2000-09-18,4010.000000,4120.000000,3700.000000,3970.000000,2904.358887,146305000
2000-09-19,3990.000000,4370.000000,3900.000000,4160.000000,3043.357178,100525000
2000-09-20,4600.000000,4660.000000,4460.000000,4600.000000,3365.250977,103410000
2000-09-21,4590.000000,4660.000000,4320.000000,4400.000000,3218.936035,65445000
2000-09-22,3840.000000,4050.000000,3780.000000,3800.000000,2779.989990,103265000
2000-09-25,3880.000000,4110.000000,3840.000000,4090.000000,2992.147217,65985000
2000-09-26,3900.000000,4040.000000,3900.000000,4000.000000,2926.304688,58430000
2000-09-27,4000.000000,4100.000000,3960.000000,4030.000000,2948.253662,69795000
2000-09-28,4100.000000,4190.000000,4030.000000,4060.000000,2970.199463,52470000
2000-09-29,4120.000000,4120.000000,3940.000000,4040.000000,2955.568115,57535000
2000-10-02,3840.000000,3880.000000,3760.000000,3810.000000,2787.306885,41120000
2000-10-03,3810.000000,3810.000000,3810.000000,3810.000000,2787.306885,0
2000-10-04,3700.000000,3950.000000,3590.000000,3890.000000,2845.833008,82635000
2000-10-05,4020.000000,4080.000000,3940.000000,3940.000000,2882.411133,62745000
2000-10-06,3800.000000,3900.000000,3760.000000,3900.000000,2853.146484,54935000
2000-10-09,3820.000000,3840.000000,3680.000000,3690.000000,2699.516113,63195000
2000-10-10,3700.000000,3810.000000,3590.000000,3660.000000,2677.569092,62145000
2000-10-11,3450.000000,3460.000000,3210.000000,3220.000000,2355.676270,103605000
2000-10-12,3140.000000,3280.000000,3140.000000,3140.000000,2297.149658,79535000
2000-10-13,3000.000000,3090.000000,2830.000000,3030.000000,2216.676025,115295000
2000-10-16,3030.000000,3030.000000,3030.000000,3030.000000,2216.676025,0
2000-10-17,2980.000000,3080.000000,2730.000000,2740.000000,2004.519165,65300000
2000-10-18,2540.000000,2760.000000,2420.000000,2730.000000,1997.203003,164215000
2000-10-19,2730.000000,3050.000000,2690.000000,2900.000000,2121.571533,137720000
2000-10-20,3240.000000,3330.000000,3190.000000,3330.000000,2436.148926,118825000
2000-10-23,3490.000000,3520.000000,3160.000000,3200.000000,2341.044434,139960000
2000-10-24,3180.000000,3420.000000,3100.000000,3340.000000,2443.464844,97115000
2000-10-25,3200.000000,3260.000000,3130.000000,3210.000000,2348.360352,68730000
2000-10-26,2930.000000,3030.000000,2740.000000,2890.000000,2114.255615,133290000
2000-10-27,2890.000000,2890.000000,2890.000000,2890.000000,2114.255615,0
2000-10-30,2800.000000,2880.000000,2720.000000,2750.000000,2011.834106,36830000
2000-10-31,2750.000000,2850.000000,2630.000000,2850.000000,2084.992432,63190000
2000-11-01,3000.000000,3270.000000,2960.000000,3260.000000,2384.938721,94165000
2000-11-02,3200.000000,3430.000000,3170.000000,3320.000000,2428.833496,123180000
2000-11-03,3420.000000,3470.000000,3370.000000,3440.000000,2516.622559,80420000
2000-11-06,3460.000000,3670.000000,3380.000000,3510.000000,2567.833008,71865000
2000-11-07,3460.000000,3550.000000,3380.000000,3440.000000,2516.622559,53740000
2000-11-08,3400.000000,3460.000000,3280.000000,3410.000000,2494.676025,58215000
2000-11-09,3300.000000,3430.000000,3260.000000,3400.000000,2487.359619,52305000
2000-11-10,3360.000000,3440.000000,3320.000000,3380.000000,2472.727539,35140000
2000-11-13,3220.000000,3260.000000,3100.000000,3150.000000,2304.464844,51070000
2000-11-14,3210.000000,3320.000000,3210.000000,3290.000000,2406.886475,31755000
2000-11-15,3450.000000,3460.000000,3320.000000,3390.000000,2480.043945,55720000
2000-11-16,3400.000000,3420.000000,3250.000000,3280.000000,2399.570557,37420000
2000-11-17,3180.000000,3230.000000,3150.000000,3220.000000,2355.676270,36225000
2000-11-20,3160.000000,3210.000000,3100.000000,3100.000000,2267.886719,26795000
2000-11-21,3080.000000,3170.000000,2970.000000,3160.000000,2311.781738,51620000
2000-11-22,3100.000000,3220.000000,3080.000000,3140.000000,2297.149658,37710000
2000-11-23,3140.000000,3260.000000,3140.000000,3210.000000,2348.360352,44645000
2000-11-24,3310.000000,3400.000000,3270.000000,3400.000000,2487.359619,45530000
2000-11-27,3600.000000,3800.000000,3570.000000,3780.000000,2765.357910,100220000
2000-11-28,3650.000000,3650.000000,3500.000000,3520.000000,2575.148682,59770000
2000-11-29,3300.000000,3350.000000,3200.000000,3220.000000,2355.676270,54300000
2000-11-30,3220.000000,3290.000000,3150.000000,3240.000000,2370.306641,63315000
2000-12-01,3080.000000,3220.000000,3040.000000,3180.000000,2326.412598,96425000
2000-12-04,3220.000000,3250.000000,3080.000000,3100.000000,2267.886719,51875000
2000-12-05,3160.000000,3250.000000,3120.000000,3240.000000,2370.306641,58400000
2000-12-06,3410.000000,3430.000000,3210.000000,3210.000000,2348.360352,95890000
2000-12-07,3210.000000,3260.000000,3160.000000,3260.000000,2384.938721,43020000
2000-12-08,3260.000000,3390.000000,3260.000000,3370.000000,2465.412354,47575000
2000-12-11,3480.000000,3630.000000,3480.000000,3580.000000,2619.043213,70575000
2000-12-12,3580.000000,3650.000000,3500.000000,3500.000000,2560.517822,73745000
2000-12-13,3500.000000,3780.000000,3500.000000,3780.000000,2765.357910,84140000
2000-12-14,3620.000000,3680.000000,3560.000000,3620.000000,2648.305908,66965000
2000-12-15,3620.000000,3640.000000,3480.000000,3490.000000,2553.201416,52960000
2000-12-18,3500.000000,3590.000000,3490.000000,3560.000000,2604.411865,34350000
2000-12-19,3560.000000,3570.000000,3510.000000,3530.000000,2582.463867,25445000
2000-12-20,3420.000000,3450.000000,3320.000000,3340.000000,2443.464844,53675000
2000-12-21,3120.000000,3300.000000,3070.000000,3240.000000,2370.306641,76625000
2000-12-22,3240.000000,3300.000000,3130.000000,3140.000000,2297.149658,63760000
2000-12-25,3140.000000,3140.000000,3140.000000,3140.000000,2297.149658,0
2000-12-26,3230.000000,3240.000000,3160.000000,3160.000000,2311.781738,60430000
2000-12-27,3160.000000,3160.000000,3160.000000,3160.000000,2311.781738,0
2000-12-28,3160.000000,3160.000000,3160.000000,3160.000000,2311.781738,0
2000-12-29,3160.000000,3160.000000,3160.000000,3160.000000,2311.781738,0
2001-01-01,3160.000000,3160.000000,3160.000000,3160.000000,2311.781738,0
2001-01-02,3160.000000,3380.000000,3140.000000,3350.000000,2450.780273,39455000
2001-01-03,3230.000000,3420.000000,3220.000000,3370.000000,2465.412354,37855000
2001-01-04,3790.000000,3870.000000,3660.000000,3780.000000,2765.357910,119910000
2001-01-05,3760.000000,3920.000000,3700.000000,3900.000000,2853.146484,78135000
2001-01-08,3820.000000,3910.000000,3780.000000,3880.000000,2838.516113,42295000
2001-01-09,3830.000000,3860.000000,3710.000000,3840.000000,2809.252686,46280000
2001-01-10,3780.000000,3810.000000,3700.000000,3710.000000,2714.147461,41235000
2001-01-11,3790.000000,3790.000000,3640.000000,3640.000000,2662.938232,31410000
2001-01-12,3800.000000,3890.000000,3770.000000,3840.000000,2809.252686,52900000
2001-01-15,3860.000000,4020.000000,3840.000000,3920.000000,2867.779297,51460000
2001-01-16,3960.000000,4200.000000,3850.000000,4140.000000,3028.726563,52065000
2001-01-17,4060.000000,4240.000000,4060.000000,4220.000000,3087.252930,52570000
2001-01-18,4240.000000,4530.000000,4240.000000,4400.000000,3218.936035,57685000
2001-01-19,4700.000000,4700.000000,4520.000000,4600.000000,3365.250977,54245000
2001-01-22,4600.000000,4600.000000,4470.000000,4550.000000,3328.672607,42250000
2001-01-23,4550.000000,4550.000000,4550.000000,4550.000000,3328.672607,0
2001-01-24,4550.000000,4550.000000,4550.000000,4550.000000,3328.672607,0
2001-01-25,4550.000000,4550.000000,4550.000000,4550.000000,3328.672607,0
2001-01-26,4450.000000,4480.000000,3970.000000,3980.000000,2911.674561,91025000
2001-01-29,4000.000000,4100.000000,3960.000000,4020.000000,2940.936523,47245000
2001-01-30,4100.000000,4170.000000,4070.000000,4110.000000,3006.779297,39350000
2001-01-31,4090.000000,4400.000000,4090.000000,4400.000000,3218.936035,53045000
2001-02-01,4270.000000,4420.000000,4190.000000,4270.000000,3123.831055,39730000
2001-02-02,4290.000000,4390.000000,4220.000000,4290.000000,3138.462646,27330000
2001-02-05,4170.000000,4200.000000,3990.000000,4030.000000,2948.253662,47135000
2001-02-06,3980.000000,4020.000000,3910.000000,4010.000000,2933.621582,31545000
2001-02-07,3960.000000,3990.000000,3900.000000,3900.000000,2853.146484,23130000
2001-02-08,3920.000000,4060.000000,3890.000000,4060.000000,2970.199463,34685000
2001-02-09,4040.000000,4100.000000,3980.000000,4070.000000,2977.515869,25230000
2001-02-12,3840.000000,4050.000000,3840.000000,3970.000000,2904.358887,36110000
2001-02-13,4040.000000,4100.000000,3970.000000,3980.000000,2911.674561,22295000
2001-02-14,3920.000000,4040.000000,3900.000000,3980.000000,2911.674561,19710000
2001-02-15,4200.000000,4210.000000,4100.000000,4130.000000,3021.410400,34930000
2001-02-16,4150.000000,4310.000000,4130.000000,4250.000000,3109.200195,46375000
2001-02-19,4180.000000,4210.000000,4100.000000,4190.000000,3065.304932,22880000
2001-02-20,4190.000000,4280.000000,4180.000000,4240.000000,3101.883789,18175000
2001-02-21,4160.000000,4200.000000,4140.000000,4160.000000,3043.357178,19500000
2001-02-22,4080.000000,4100.000000,3940.000000,4010.000000,2933.621582,43605000
2001-02-23,3920.000000,3970.000000,3830.000000,3840.000000,2809.252686,76855000
2001-02-26,3850.000000,3860.000000,3780.000000,3840.000000,2809.252686,35665000
2001-02-27,3840.000000,3940.000000,3790.000000,3790.000000,2772.674316,38695000
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2736.095215,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2736.095215,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2640.990967,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2721.463379,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2779.989990,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,2926.304688,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,2933.621582,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2809.252686,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2684.884766,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2662.938232,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2662.938232,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,2867.779297,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2845.833008,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2779.989990,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2794.621582,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2831.201172,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,2911.674561,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3145.778076,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3175.041748,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3036.041504,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3036.041504,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,2992.147217,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3043.357178,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,2918.990234,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2779.989990,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2677.569092,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2677.569092,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2809.252686,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2714.147461,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2662.938232,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2721.463379,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,2933.621582,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,2970.199463,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,2882.411133,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,2904.358887,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3131.146240,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3438.408203,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3284.777344,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3321.355957,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3218.936035,31185000
